,title,year,budget,director,actor,companies,genres,plot_keywords,genresOneHot,language,country,score
2398,Melancholia,2011.0,0.019293027662990552,0.73,0.664,0.709,0.645,wedding reception|power outage|destruction of planet|wedding toast,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Denmark,7.0
2399,Alien,1979.0,0.3063583815028902,0.672,0.685,0.632,0.612,android|countdown|space marine|space suit|beheading|dystopia|biology|cowardice|spaceship|space|alien|female protagonist|outer space|parasite|h. r. giger|xenomorph,"[ 1.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.9
2400,The Texas Chain Saw Massacre,1974.0,0.0,0.657,0.72,0.671,0.589,gas station|texas|van|gore|midnight movie|surprise ending|shock in the end|leatherface|hitchhiker|slaughterhouse|slasher|chainsaw|family|polaroid|cannibals|proto-slasher,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.2
2401,The Runaways,2010.0,0.036608863198458574,0.63,0.645,0.598,0.665,women|1970s|publicity|iron|music|pill|independent film|night club|teenage girl|microphone|rock music|guitarist|photo shoot|teenage sexuality|drummer|recording|grandmother|alcoholic drink|broken glass|talent contest|girl band|hospital bed|female rocker|woman director,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.]",English,United States of America,6.3
2402,Fiddler on the Roof,1971.0,1.0,0.73,0.722,0.721,0.657,tradition|dream|musical|pogrom|mother daughter relationship|breaking the fourth wall|milkman|russian orthodox church|judaism|tavern|constable|suitor|russian soldier|elopement,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.4
2403,Thunderball,1965.0,0.48598130841121495,0.677,0.654,0.629,0.622,paris|florida|fighter pilot|sanatorium|secret organization|nuclear missile|coral reef|bahamas|scuba diving|scuba|british secret service,"[ 1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Bahamas,6.5
2404,Detention,2011.0,0.02613639354617956,0.52,0.591,0.57,0.608,high school|murder|slasher|horror spoof,"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.7
2405,Loose Cannons,2010.0,0.025048169556840076,0.7,0.7,0.7,0.643,,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",Italiano,Italy,7.0
2406,Child's Play,1988.0,0.12195121951219512,0.63,0.622,0.683,0.605,gun|birthday|voodoo|toy|stalker|murder|blood|slasher|explosion|killer|doll|evil|toy comes to life|ginger,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.3
2407,Sicko,2007.0,0.029951497574878742,0.71,0.718,0.669,0.689,bureaucracy|usa|corruption|cuba|medicine|guantanamo bay|assurance|health care|money|hospital|doctor|illness|existence,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.]",English,United States of America,7.3
2408,The Purge: Anarchy,2014.0,0.03232282674161815,0.623,0.613,0.605,0.605,bus|assault rifle|sniper|machete|dystopia|psychopath|sequel|revenge|murder|survival|motorcycle|violence|one day|masked man|apartment|death|survival horror|gatling gun,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,France,6.6
2409,Harold & Kumar Go to White Castle,2004.0,0.04468952409533098,0.59,0.607,0.622,0.621,brother brother relationship|amsterdam|trip|road trip|cannabis|marijuana|police chase|smoking marijuana|buddy|stoner|fast food|one night|buddy comedy|munchies|crop circle|rich parents|car siren|blood spurting,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.6
2410,Boiler Room,2000.0,0.19444444444444445,0.65,0.617,0.622,0.646,finances|stock broker|investment firm,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.5
2411,Trading Places,1983.0,1.0,0.677,0.607,0.673,0.616,christmas tree|from rags to riches|broker|beggar|dollar|wager|fish out of water|millionaire|commodities|investor|big shot|hoodlum|wrongful arrest|santa hat,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.1
2412,Black Christmas,2006.0,0.030820646119569254,0.48,0.531,0.565,0.605,holiday|difficult childhood|childhood memory|childhood trauma|psychopath|serial killer|murderer|christmas eve|christmas horror,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,Canada,4.8
2413,Barbecue,2014.0,0.02027705280064244,0.58,0.597,0.616,0.616,,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",Français,France,5.8
2414,Crocodile Dundee,1986.0,0.06705539358600583,0.63,0.577,0.633,0.621,new york|prostitute|hotel|journalist|culture clash|subway|crocodile|wilderness|knife|tourist|limousine|poacher|city|australian outback|kangaroo,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Australia,6.3
2415,Awake,2007.0,0.2866309982165775,0.63,0.616,0.643,0.637,,"[ 0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.]",日本語,United States of America,6.3
2416,The Lost Boys,1987.0,0.19230769230769232,0.613,0.642,0.646,0.603,street gang|small town|vampire|comic book|boardwalk|single|amusement park|mother son relationship,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.8
2417,Crazy Heart,2009.0,0.02702702702702703,0.653,0.656,0.679,0.658,taxi|country music|journalist|guitar|bar|musician|alcoholism|independent film|singer|memory|texan|alcoholic|drink|guilt|biscuit,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.
  0.]",English,United States of America,6.8
2418,Barbarella,1968.0,0.855574812247256,0.57,0.568,0.655,0.62,sexual fantasy|alien planet|distant future|cult classic|female mercenary,"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.7
2419,The DUFF,2015.0,0.030010718113612004,0.68,0.66,0.63,0.63,high school|teenager|popularity|high school student|teen comedy|duringcreditsstinger|girl next door|based on young adult novel,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.8
2420,Bright Star,2009.0,0.03303303303303303,0.695,0.677,0.657,0.657,poet|independent film|duringcreditsstinger|woman director,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",Français,United Kingdom,6.8
2421,My Name Is Khan,2010.0,0.04431599229287091,0.77,0.77,0.739,0.657,bollywood,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,India,7.7
2422,All Is Lost,2013.0,0.031496062992125984,0.66,0.67,0.644,0.638,yacht|sailor|storm at sea|unconsciousness|life raft|container|emergency|distress|very little dialogue,"[ 1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.6
2423,The Wind That Shakes the Barley,2006.0,0.021537318975120682,0.71,0.69,0.695,0.683,london england|brother brother relationship|england|civil war|resistance|guerrilla|irland|underground|opression|traitor|mercenary|independence|british army|dublin|irish civil war|peace|weapon|irish republican army|rural ireland|colonialism,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.
  0.]",English,Ireland,7.1
2424,Pulp Fiction,1994.0,0.06934671618553921,0.777,0.637,0.699,0.635,transporter|brothel|drug dealer|boxer|massage|stolen money|crime boss|dance contest|junkyard|kamikaze|ambiguous ending|briefcase|redemption|heirloom|pulp fiction|reference to al green|theft|brutality,"[ 0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,8.3
2425,Nightcrawler,2014.0,0.030315197751455532,0.76,0.701,0.662,0.646,journalism|underground|tv station|sociopath|home invasion|car chase|tv news|employer employee relationship|ethics|stringer,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.6
2426,Club Dread,2004.0,0.042188711331182634,0.565,0.559,0.59,0.603,island|machete|beautiful woman|serial killer|murder hunt,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.1
2427,The Sound of Music,1965.0,0.7383177570093458,0.69,0.696,0.703,0.65,resistance|austria|world war ii|musical|music competition|salzburg|based on play|classic|alps|governess|convent|music contest|novice|puppet show|nun in love|nazi occupation|1930s,"[ 0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  1.  0.
  0.]",English,United States of America,7.4
2428,Splash,1984.0,0.16883116883116883,0.659,0.643,0.647,0.626,bachelor|mermaid,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.1
2429,Little Miss Sunshine,2006.0,0.027107315261789826,0.75,0.646,0.678,0.643,california|brother sister relationship|wife husband relationship|family's daily life|oscar award|highway|professor for literature|beauty contest|beauty queen contest|road trip|family relationships|family holiday|road movie|woman director|beauty pageant,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.5
2430,Stand by Me,1986.0,0.15451895043731778,0.705,0.736,0.739,0.659,based on novel|friendship|coming of age|railroad track|story within the story| flipping coin|campfire story|reference to superman|normandy beach|child|1950s|boys,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.8
2431,28 Days Later,2002.0,0.03225806451612903,0.701,0.679,0.704,0.61,london england|manchester city|submachine gun|gas station|survivor|daughter|zombie|virus,"[ 0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",Español,United Kingdom,7.1
2432,Escape from Alcatraz,1979.0,0.21965317919075145,0.72,0.715,0.655,0.659,prison|based on novel|island|mouse|alcatraz|biography|prison warden|escapee convict|pubic hair|escape from prison|dummy|inmate|nude fight|1960s,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.2
2433,50/50,2011.0,0.020872265943726476,0.637,0.666,0.635,0.643,painter|father son relationship|therapist|cancer|psychologist|best friend|doctor|patient|vomiting|driver's license|chemotherapy|therapist patient relationship,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.0
2434,That Awkward Moment,2014.0,0.028307568761292912,0.61,0.62,0.632,0.63,male friendship|friendship|dating|relationship|duringcreditsstinger|young adult,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.1
2435,Much Ado About Nothing,1993.0,0.07784431137724551,0.66,0.672,0.73,0.643,shakespeare|bachelor|new love|rage and hate|lover|wedding|intrigue,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.2
2436,On Her Majesty's Secret Service,1969.0,1.0,0.65,0.65,0.659,0.622,london england|suicide|england|switzerland|secret identity|new identity|honeymoon|secret mission|secret organization|secret lab|villain|kilt|family history|title of nobility|snow storm|daughter|espionage|killer|british secret service|skiing|alps|aftercreditsstinger,"[ 1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.5
2437,New Nightmare,1994.0,0.12153288163307907,0.595,0.624,0.622,0.617,fire|kidnapping|nightmare|earthquake|insomnia|supernatural|celebrity|mascot|alternate dimension|fame|hospital|hollywood|storytelling|alternate reality|self-referential|reboot|film industry|disfigurement|sleepwalking|meta film|dreams|cameos,"[ 0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.
  0.]",English,United States of America,6.4
2438,Half Baked,1998.0,0.05673860225811062,0.555,0.635,0.633,0.632,smoking|company|marijuana|drug|woman director,"[ 0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.4
2439,American Psycho,2000.0,0.04365079365079365,0.73,0.682,0.643,0.646,based on novel|wall street|psychopath|white collar|harvard business school|child of divorce|unreliable narrator|woman director|voice imitation,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Canada,7.3
2440,The Good Girl,2002.0,0.053763440860215055,0.603,0.641,0.633,0.643,suicide|sex|jealousy|dream|blackmail|lie|nudity|motel|marriage|faith|drug|extramarital affair|store,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,Netherlands,6.1
2441,The Boondock Saints II: All Saints Day,2009.0,0.031031031031031032,0.655,0.649,0.635,0.629,boston|sheep|friendship|sequel|revenge|ireland,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.9
2442,Easy A,2010.0,0.028901734104046242,0.64,0.632,0.609,0.616,lie|high school|school|teen movie|rumor,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.7
2443,Shadow of the Vampire,2000.0,0.051587301587301584,0.66,0.647,0.616,0.629,film director|dracula| nosferatu,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.6
2444,Prom,2011.0,0.020872265943726476,0.585,0.57,0.629,0.616,single parent|waitress|fountain|friendship|high school|prom|music fan,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.7
2445,Anomalisa,2015.0,0.028224365844944622,0.72,0.681,0.7,0.646,sex|depression|existentialism,"[ 0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.0
2446,8 Women,2002.0,0.053763440860215055,0.665,0.713,0.668,0.637,upper class|women|father murder|daughter|maid|father figure|murder hunt,"[ 0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  0.  0.  1.  0.  0.  1.  0.
  0.]",Français,France,6.9
2447,It's Kind of a Funny Story,2010.0,0.028901734104046242,0.67,0.657,0.668,0.643,suicide|depression|independent film|coming of age|teen movie|teenager|psychiatric ward|woman director|based on young adult novel,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.9
2448,Begin Again,2013.0,0.027559055118110236,0.73,0.705,0.669,0.647,,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.
  0.]",English,United States of America,7.3
2449,Fido,2006.0,0.027107315261789826,0.66,0.653,0.663,0.629,vororte|black humor|satire|dark comedy|gore|decapitation|spoof|zombie|canuxploitation,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.
  0.]",English,Canada,6.6
2450,Wild Target,2010.0,0.028901734104046242,0.663,0.665,0.641,0.617,london england|mother|robbery|detective|assassin|hitman|insomnia|apprentice|remake|revenge|murder|gangster|crime|art|surveillance,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,France,6.4
2451,Pathology,2008.0,0.03456867019620056,0.56,0.567,0.62,0.62,female nudity|pathology|student of medicine|extortion|drug use|game|cadaver|perfect murder,"[ 0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.6
2452,Akira,1988.0,0.10569105691056911,0.71,0.78,0.773,0.637,saving the world|total destruction|megacity|street gang|underground|general|stadium|experiment|atomic bomb|mutation|dystopia|army|cyberpunk|anime|motorcycle gangs,"[ 0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",日本語,Japan,7.8
2453,The Death and Life of Bobby Z,2007.0,0.07328699768321749,0.575,0.619,0.574,0.639,vineyard|rifle|drug trade|violence|shot in the stomach|double cross|estate|face slap|tdrug lord|faked death|baja california|san remo|landfill|gallop|rolling eyes|booby trap|golden gun,"[ 1.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Germany,5.8
2454,Mr. Church,2016.0,0.018255578093306288,0.673,0.598,0.7,0.669,cook|friendship,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.0
2455,Swimming Pool,2003.0,0.036591478696741855,0.665,0.622,0.649,0.635,london england|female nudity|women|countryside|based on novel|subway|provence|country house|writing|innkeeper|generations confilct|dying and death|daughter|swimming pool|murder|suspense|author|drug,"[ 0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,France,6.4
2456,Driving Miss Daisy,1989.0,0.09156976744186046,0.673,0.659,0.698,0.643,individual|black people|chauffeur|atlanta|widow|anti semitism|jewish|african american|car|old age,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.0
2457,Rumble in the Bronx,1995.0,0.0345821325648415,0.65,0.638,0.621,0.626,new york|martial arts|supermarket|gang war|disabled child|gang|wedding|diamond|bronx|duringcreditsstinger,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",广州话 / 廣州話,Hong Kong,6.5
2458,Thank You for Smoking,2005.0,0.026935209900509585,0.662,0.62,0.694,0.643,father son relationship|capitalism|based on novel|smoking|lie|cigarette|research|law|health|marketing|politics|politician|tobacco|liar|dark comedy|cancer|independent film|money|morality|social satire|cigarette smoking|business|advertising|guilt|humiliation|lobby|bribe|corporation|lung cancer|lobbyist|tobacco industry|nicotine,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.1
2459,Hostel: Part II,2007.0,0.033951697584879245,0.543,0.577,0.598,0.589,prague|bratislava|castration|ladies' man|student|torture|penis|torture porn,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.6
2460,An Education,2009.0,0.02902902902902903,0.69,0.681,0.675,0.657,adolescence|age difference|self-discovery|coming of age|love affair|youth|family|woman director|teaching the ways of the world|parents and children|love and romance|teenage life,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.8
2461,Narc,2002.0,0.043010752688172046,0.653,0.631,0.64,0.639,assertion|investigation|internal affairs|narcotics cop,"[ 1.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Canada,6.8
2462,Extract,2009.0,0.031031031031031032,0.648,0.621,0.672,0.616,infidelity|con man|thief|independent film|business|manufacturing|industrial accident|duringcreditsstinger|sexless marriage|misfortune,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.7
2463,Code 46,2003.0,0.03508771929824561,0.61,0.65,0.675,0.639,seattle|shanghai|future|insurance salesman|dystopia,"[ 0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.2
2464,Albert Nobbs,2011.0,0.020872265943726476,0.62,0.634,0.62,0.669,butler|dublin|maid,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.2
2465,Persepolis,2007.0,0.02428454756071137,0.77,0.76,0.739,0.662,civil war|parents kids relationship|1970s|puberty|totalitarian regime|cutting the cord|punk|bomb alarm|war|adult animation|punk band|woman director,"[ 0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,France,7.7
2466,The Wave,2008.0,0.0323441740445789,0.75,0.75,0.663,0.645,dictator|trainer|classroom|fascism|group dynamics|education|national socialism|training|squatter|anarchist|group|gymnasium|learning and teaching|violence in schools|homepage|social experiment,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",Deutsch,Germany,7.5
2467,The Neon Demon,2016.0,0.014198782961460446,0.657,0.653,0.649,0.605,model,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,Denmark,6.4
2468,Harry Brown,2009.0,0.02822822822822823,0.67,0.653,0.669,0.639,self-defense|widower,"[ 1.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.7
2469,Juno,2007.0,0.02495124756237812,0.662,0.653,0.658,0.643,sexuality|becoming an adult|puberty|first time|oscar award|pregnancy and birth|pregnant minor|precocity|partnership|teenager|teenage pregnancy,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.0
2470,Diamonds Are Forever,1971.0,0.75,0.655,0.64,0.659,0.622,spy|fight|secret organization|satellite|secret agent|plastic surgery|smuggling|murder|extortion|violence|millionaire|fingerprints|dirt bike|woman drowned|casino owner|old woman murdered|high dive|gender disguise|aftercreditsstinger|master villain,"[ 1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.3
2471,The Godfather,1972.0,1.0,0.732,0.689,0.738,0.659,italy|love at first sight|loss of father|patriarch|organized crime|mafia|lawyer|italian american|crime family|rise to power|mob boss|1940s,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,8.4
2472,Flashdance,1983.0,0.0,0.62,0.617,0.636,0.658,dancing|dance|locksmith|welder,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.
  0.]",English,United States of America,6.1
2473,(500) Days of Summer,2009.0,0.02902902902902903,0.673,0.654,0.662,0.643,date|sex|jealousy|fight|architect|gallery|interview|sister|party|love|friends|fate|los angeles|summer|ikea|year|heartache,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.2
2474,The Piano,1993.0,0.0658682634730539,0.695,0.666,0.718,0.657,love triangle|scotland|mother|adultery|sexuality|jealousy|culture clash|isolation|eroticism|strangeness|penalty|violent husband|new zealand|maori|arranged marriage|piano lessons|settler|wilderness|deceived husband|marriage|secret love|woman director,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,New Zealand,7.1
2475,Magic Mike,2012.0,0.024108003857280617,0.648,0.63,0.619,0.643,dancing|florida|strip club|male stripper|novice,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.1
2476,Live and Let Die,1973.0,0.8666666666666667,0.655,0.661,0.659,0.622,london england|new york|bomb|england|spy|sheriff|dual identity|secret identity|drug traffic|tarot cards|heroin|crocodile|jamaica|secret mission|secret intelligence service|motorboat|drug smuggle|voodoo|tombstone|aftercreditsstinger,"[ 1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.4
2477,"Good Night, and Good Luck.",2005.0,0.02936180538704198,0.628,0.665,0.669,0.678,telecaster|communist|political activism|tv show|politician|government|anti-communism,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.]",English,France,6.8
2478,Capote,2005.0,0.02936180538704198,0.69,0.682,0.676,0.659,gay|self-fulfilling prophecy|based on novel|journalism|identity|dream|literature research|literature|dying and death|biography,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Canada,6.8
2479,Desperado,1995.0,0.03170028818443804,0.593,0.635,0.643,0.629,gunslinger|anti terror|ambush|mexico|showdown|guitar|nudity|hitman|bartender|revenge|tragic hero|shootout|mariachi|explosion|extreme violence|brutality|drug lord|leg brace|concealed weapon|flashback|bookstore,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.8
2480,Logan's Run,1976.0,1.0,0.66,0.641,0.621,0.627,female nudity|killer robot|nudity|utopia|teleportation|post-apocalyptic|dystopia|plastic surgery|escape|fugitive|robot|domed city|dystopic future|totalitarianism|population control,"[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.6
2481,The Man with the Golden Gun,1974.0,0.5354239256678281,0.655,0.628,0.659,0.622,london england|england|martial arts|assassin|exotic island|gold|hitman|secret mission|villain|bangkok|thailand|floatplane|karate|hong kong|duel|pistol|secret service|aftercreditsstinger,"[ 1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",ภาษาไทย,United Kingdom,6.3
2482,Devil's Due,2014.0,0.024292310780967677,0.44,0.477,0.617,0.589,found footage,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,4.4
2483,Dope,2015.0,0.0021436227224008574,0.72,0.733,0.72,0.644,california|hip-hop|harvard university|geek|coming of age|teenager|drug|high school student,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.2
